,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2738,1.8,2,2,2,63.2,58.0,7.66,7.75,4.87,8860.415450835673
2739,0.75,5,5,2,62.1,55.0,5.83,5.87,3.63,2399.585702848517
2740,1.07,5,7,8,60.9,54.0,6.66,6.73,4.08,10022.882131484675
2741,0.4,4,7,4,59.1,57.0,4.87,4.81,2.86,1105.7796463657364
2742,0.28,2,1,6,58.4,60.0,4.27,4.33,2.51,375.3982956437724
2743,0.71,3,6,4,62.9,57.0,5.68,5.7,3.58,3020.1274805482535
2744,0.6,5,2,2,62.2,54.0,5.4,5.44,3.37,1223.6977111430801
2745,1.05,5,5,6,62.1,54.0,6.55,6.52,4.06,7662.154928056694
2746,0.33,5,6,7,61.5,56.0,4.49,4.46,2.75,981.6190914269959
2747,0.71,5,6,4,62.0,57.0,5.71,5.74,3.55,3171.817428206259
2748,1.01,4,5,3,62.8,59.0,6.4,6.36,4.01,4985.247913981957
2749,0.33,4,2,5,61.6,60.0,4.42,4.45,2.73,602.456783043362
2750,0.9,3,5,4,64.2,59.0,6.07,6.11,3.91,4474.532510841926
2751,0.74,5,5,5,62.3,57.0,5.79,5.77,3.6,3626.7318175583187
2752,1.04,4,4,1,62.2,58.0,6.46,6.41,4.0,2927.699238602953
2753,0.51,5,7,4,62.4,55.0,5.12,5.14,3.2,1775.9159950311055
2754,0.58,3,3,3,63.3,56.0,5.34,5.31,3.37,1483.6651871835052
2755,1.02,3,7,2,63.4,59.0,6.41,6.37,4.05,4463.427772321064
2756,0.41,5,2,4,62.0,57.0,4.74,4.77,2.95,832.2523825671741
2757,0.43,5,2,6,62.6,57.0,4.79,4.82,3.01,1104.7372251663191
2758,1.13,5,6,4,61.4,58.0,6.71,6.74,4.13,7612.383117561954
2759,0.39,1,6,3,65.6,60.0,4.5,4.56,2.97,764.4944941696805
2760,1.0,4,1,2,62.7,58.0,6.32,6.28,3.95,2581.6061538094245
2761,0.56,2,6,4,62.3,63.0,5.22,5.27,3.27,1857.161525271399
2762,1.15,4,4,3,63.0,59.0,6.68,6.63,4.19,5982.406790907871
2763,0.81,5,3,8,61.6,58.0,5.98,6.01,3.69,4679.824086129092
2764,1.27,4,1,7,60.1,58.0,7.06,6.99,4.22,7415.5047136829535
2765,0.73,5,4,4,61.6,56.0,5.8,5.83,3.58,2990.637874676501
2766,0.31,5,4,7,60.8,56.0,4.36,4.39,2.66,780.8644910737389
2767,0.68,3,4,8,62.7,56.0,5.56,5.6,3.5,3473.1860297949993
2768,0.51,2,7,4,60.1,65.0,5.14,5.17,3.1,1629.6467081622545
2769,1.2,3,2,5,63.1,58.0,6.7,6.62,4.2,6656.872375142963
2770,0.4,3,3,5,63.4,58.0,4.74,4.66,2.98,940.7413489560763
2771,1.54,1,2,2,64.6,56.0,7.3,7.26,4.7,6184.476712961607
2772,0.77,3,6,2,60.4,58.0,5.91,5.95,3.58,2532.2142700718723
2773,0.44,3,6,3,62.2,60.0,4.79,4.86,3.0,1068.4072623389898
2774,0.92,4,4,2,58.4,58.0,6.4,6.34,3.73,3261.2422765701945
2775,1.01,4,6,3,59.5,60.0,6.54,6.46,3.87,5268.990290993871
2776,0.82,1,5,3,64.9,58.0,5.83,5.79,3.77,2951.057067585912
2777,0.41,5,4,5,61.7,57.0,4.81,4.78,2.96,1122.703072460364
2778,0.44,3,5,7,62.1,60.0,4.84,4.92,3.03,1525.4962961372046
2779,0.56,5,7,2,62.2,55.0,5.29,5.32,3.3,1519.2558937745703
2780,0.26,3,6,6,61.7,61.0,4.08,4.12,2.53,553.5005393446229
2781,0.39,5,4,8,61.6,56.0,4.69,4.73,2.9,1281.021594142958
2782,0.7,1,2,1,68.6,57.0,5.46,5.34,3.71,998.6289661206883
2783,1.2,4,4,2,62.6,61.0,6.73,6.68,4.2,5334.636687731227
2784,2.0,3,3,2,61.0,57.0,8.02,8.18,4.94,12602.574967005727
2785,0.54,3,2,4,62.3,56.0,5.17,5.22,3.24,1332.861433974341
2786,0.54,5,7,4,61.1,56.0,5.29,5.25,3.22,1980.8954541115313
2787,1.6,3,2,5,62.3,59.0,7.46,7.51,4.66,11451.506060807274
2788,0.37,5,6,5,61.4,55.0,4.62,4.66,2.85,1036.7392481660572
2789,1.09,5,4,6,61.8,56.0,6.58,6.62,4.08,7725.05777508535
2790,0.71,5,4,5,61.5,56.0,5.74,5.78,3.54,3159.4122140827244
2791,1.0,4,7,3,59.2,62.0,6.54,6.49,3.86,5394.71831599444
2792,0.33,5,6,4,61.5,57.0,4.41,4.47,2.73,750.1679449260687
2793,1.2,3,2,5,62.6,59.0,6.69,6.73,4.2,6659.165814802277
2794,1.21,4,4,5,62.7,58.0,6.76,6.85,4.27,8419.388058707524
2795,0.42,5,6,6,62.3,55.0,4.81,4.76,2.98,1434.4109911598016
2796,0.31,2,4,5,63.2,56.0,4.28,4.29,2.71,607.7848677728516
2797,1.01,4,7,6,62.4,58.0,6.44,6.39,4.0,7638.360629141599
2798,0.99,1,1,1,73.6,60.0,6.01,5.8,4.35,1570.1204482611306
2799,1.07,4,3,4,60.6,60.0,6.66,6.63,4.03,5555.83797657791
2800,0.92,4,5,2,61.8,58.0,6.19,6.23,3.84,3449.6713398889533
2801,1.04,3,4,6,62.8,54.0,6.39,6.5,4.05,6738.440231208721
2802,0.3,4,4,7,62.6,58.0,4.27,4.29,2.68,716.2956481823287
2803,0.62,3,7,6,58.1,63.0,5.59,5.66,3.27,2981.758622008913
2804,0.7,5,5,2,62.1,57.0,5.65,5.69,3.52,2105.3330846120966
2805,1.0,4,4,2,60.7,59.0,6.45,6.41,3.9,3799.4096999428307
2806,1.03,5,4,3,60.8,57.0,6.52,6.47,3.95,4985.40799777318
2807,0.71,5,4,7,61.1,57.0,5.76,5.8,3.53,3713.5212167752106
2808,0.3,5,3,7,62.5,53.8,4.31,4.33,2.69,676.786592334485
2809,0.4,2,2,5,63.8,55.0,4.69,4.65,2.98,810.3216455718614
2810,0.5,2,6,4,64.1,58.0,5.03,5.01,3.22,1499.2922390032118
2811,0.26,3,6,6,62.9,56.0,4.07,4.1,2.57,553.6690977531576
2812,0.33,3,4,4,62.1,56.0,4.41,4.44,2.75,639.0577404820796
2813,0.4,5,7,6,62.2,55.0,4.74,4.72,2.94,1365.7627748154343
2814,0.53,3,6,3,63.0,55.0,5.14,5.18,3.25,1518.235030537696
2815,0.7,3,5,3,62.3,57.0,5.65,5.69,3.53,2437.752323534649
2816,0.36,5,6,4,61.9,56.0,4.55,4.56,2.82,883.543167591102
2817,0.48,4,6,2,62.9,60.0,4.93,4.9,3.09,1063.0953740911998
2818,0.72,5,7,3,60.5,56.0,5.79,5.84,3.52,2968.8479547014817
2819,0.51,3,5,4,58.6,58.0,5.22,5.29,3.08,1550.2929580080686
2820,0.26,5,4,5,62.5,53.0,4.1,4.13,2.57,476.5260947101362
2821,1.0,2,5,1,64.2,59.0,6.26,6.3,4.03,2702.014711555118
2822,0.26,5,5,8,62.0,56.0,4.07,4.1,2.53,634.6763769823455
2823,0.32,5,4,7,60.2,56.0,4.45,4.49,2.69,829.7776634633233
2824,0.79,4,4,5,61.3,59.0,5.97,5.91,3.64,3779.532578934146
2825,1.07,5,3,4,62.1,57.0,6.53,6.49,4.04,5666.343176991461
2826,0.9,4,7,2,58.1,60.0,6.26,6.24,3.63,3651.8741424990117
2827,2.35,4,1,5,60.7,60.0,8.64,8.6,5.23,20065.33061718511
2828,1.11,5,2,5,63.0,56.0,6.61,6.57,4.15,6034.585109620509
2829,0.36,2,6,7,58.2,56.0,4.68,4.74,2.74,1067.552274820765
2830,0.3,2,5,7,61.1,61.0,4.29,4.32,2.63,715.0686228509581
2831,0.53,5,4,5,61.8,55.0,5.17,5.22,3.21,1821.8588417931364
2832,0.79,4,1,3,58.8,62.0,6.03,6.01,3.54,2021.2431527227452
2833,0.33,4,7,2,61.6,59.0,4.42,4.41,2.72,549.2861405251272
2834,1.36,4,2,5,62.0,59.0,7.1,7.06,4.39,8665.950874382797
2835,1.03,3,3,2,60.9,57.0,6.5,6.58,3.98,3613.394264854043
2836,0.42,4,4,7,59.8,58.0,4.88,4.85,2.91,1355.7724319387316
2837,0.32,5,3,7,61.6,54.0,4.42,4.45,2.73,765.2530653051215
2838,0.56,5,6,5,61.8,56.0,5.28,5.33,3.28,2259.802712425099
2839,0.34,4,4,7,59.0,62.0,4.6,4.56,2.7,910.3958462029167
2840,0.5,3,7,5,59.8,58.0,5.12,5.14,3.07,1820.886424820332
2841,3.11,1,1,1,65.9,57.0,9.15,9.02,5.98,13716.45473711445
2842,0.56,5,7,4,60.9,56.0,5.35,5.32,3.25,2121.9730241129528
2843,0.3,5,6,7,60.6,57.0,4.33,4.35,2.63,821.1868130694659
2844,0.37,5,6,5,61.6,54.7,4.61,4.63,2.85,1036.55267314712
2845,0.53,5,4,4,61.6,56.0,5.24,5.19,3.21,1636.6799863424233
2846,1.6,3,7,2,60.6,58.0,7.55,7.61,4.59,10469.47431115851
2847,0.31,5,7,3,62.1,56.0,4.33,4.37,2.7,605.9162607440044
2848,1.54,3,1,5,63.5,57.0,7.27,7.37,4.65,8787.467538257915
2849,0.33,3,4,6,62.8,57.0,4.39,4.47,2.78,775.0554048387345
2850,0.31,2,3,4,63.5,57.0,4.32,4.34,2.75,503.82776612473157
2851,0.71,4,4,3,58.5,58.0,5.87,5.82,3.42,2431.693629612851
2852,1.01,4,5,2,61.1,57.0,6.48,6.44,3.95,4118.871890492926
2853,0.3,5,5,7,61.9,58.0,4.26,4.3,2.65,778.7940028557804
2854,1.31,5,3,5,62.5,56.0,6.95,7.03,4.37,9229.752681658281
2855,0.71,5,2,4,61.6,57.0,5.7,5.62,3.49,2341.727963123049
2856,0.41,5,7,3,61.6,55.0,4.8,4.78,2.95,1027.0151516012652
2857,1.0,4,5,5,62.6,58.0,6.37,6.4,4.0,6256.051457604167
2858,1.07,5,7,5,61.8,57.0,6.55,6.58,4.06,7977.021507529848
2859,0.52,4,4,5,62.6,59.0,5.08,5.11,3.19,1716.2239501441225
2860,1.05,5,4,4,62.8,57.0,6.49,6.45,4.06,5915.233524594919
2861,0.33,5,7,6,61.7,55.0,4.46,4.49,2.76,951.5232642763856
2862,1.5,3,5,2,62.3,60.0,7.29,7.34,4.56,8416.722704387346
2863,0.41,5,3,2,61.7,56.0,4.8,4.77,2.95,668.3310859299685
2864,0.71,3,5,5,62.9,55.0,5.68,5.71,3.58,3198.888647027784
2865,0.5,2,7,3,63.8,60.0,5.0,5.03,3.2,1362.3930986288296
2866,1.01,3,7,4,63.1,60.0,6.39,6.35,4.02,6109.877716819944
2867,1.71,2,3,4,63.7,58.0,7.57,7.54,4.81,12540.486852408521
2868,0.4,5,5,7,62.2,56.0,4.71,4.74,2.94,1339.1993814325888
2869,0.32,3,4,5,61.7,55.0,4.37,4.41,2.71,671.9628026004831
2870,0.5,3,6,3,60.7,61.0,5.09,5.12,3.1,1361.8439400498037
2871,1.02,1,5,2,65.5,59.0,6.27,6.24,4.1,3659.192140473668
2872,1.05,3,4,2,62.5,60.0,6.45,6.5,4.05,4041.405832312182
2873,1.36,4,6,6,59.8,59.0,7.12,7.2,4.38,12864.655686710777
2874,0.51,5,6,3,62.3,56.0,5.15,5.12,3.2,1481.9290424589897
2875,1.2,4,3,2,62.4,57.0,6.83,6.75,4.24,4936.550405245243
2876,0.72,5,5,5,62.0,56.0,5.76,5.73,3.56,3447.598329430434
2877,0.49,3,5,7,62.2,56.0,5.04,5.08,3.14,1871.2181954491214
2878,0.36,4,3,3,61.3,57.0,4.65,4.61,2.84,622.5478144971975
2879,0.7,4,7,3,62.1,62.0,5.63,5.58,3.48,2743.2542103724454
2880,0.9,4,6,2,59.5,61.0,6.3,6.24,3.73,3489.6452348014845
2881,0.32,4,4,7,58.1,59.0,4.53,4.49,2.62,814.4651189613395
2882,2.0,3,4,2,63.5,55.0,8.03,7.93,5.07,13605.532893472087
2883,0.9,2,5,2,63.3,57.0,6.08,6.14,3.87,3096.9313911059658
2884,1.18,5,6,2,60.9,57.0,6.86,6.89,4.19,5930.13583742568
2885,0.36,5,6,5,61.8,56.0,4.55,4.58,2.82,983.5244652235494
2886,0.37,5,5,6,60.0,59.0,4.64,4.66,2.79,1076.3192558248227
2887,0.3,5,5,3,62.4,56.0,4.27,4.32,2.68,518.7415780873644
2888,0.36,4,5,4,60.5,60.0,4.55,4.61,2.77,823.1789663765007
2889,0.8,4,1,2,60.2,59.0,6.07,5.95,3.62,1702.0774913516038
2890,1.51,5,3,3,61.9,57.0,7.37,7.32,4.55,9444.179510932401
2891,0.62,3,5,4,59.8,58.0,5.55,5.59,3.33,2234.8479453370664
2892,0.71,4,3,3,62.4,59.0,5.65,5.6,3.51,2230.342933509755
2893,0.32,2,4,5,57.0,62.0,4.51,4.54,2.58,650.1262567697022
2894,1.02,5,4,4,62.8,57.0,6.36,6.45,4.02,5601.042523858073
2895,0.41,4,3,5,62.0,56.0,4.78,4.74,2.95,1015.4296098372345
2896,1.14,5,4,4,62.0,55.0,6.68,6.77,4.17,6920.98110585715
2897,0.52,4,4,3,60.6,61.0,5.19,5.17,3.14,1346.390819036291
2898,1.0,2,3,3,62.7,60.0,6.24,6.3,3.93,3980.9839937524616
2899,0.56,3,6,3,60.2,57.0,5.36,5.4,3.24,1690.09228051166
2900,0.32,4,4,3,61.0,61.0,4.41,4.38,2.68,539.3748754389163
2901,0.37,5,7,6,61.6,54.0,4.61,4.64,2.85,1180.9936313851674
2902,0.9,2,4,3,63.2,59.0,6.05,6.1,3.84,3533.9754307435883
2903,1.01,5,4,3,61.1,58.0,6.43,6.49,3.95,4800.218529714698
2904,1.03,5,1,3,62.3,57.0,6.48,6.43,4.02,3388.6604237818865
2905,0.78,4,4,2,60.6,58.0,6.02,5.99,3.64,2381.2896119965453
2906,0.33,5,4,5,61.6,57.0,4.46,4.49,2.75,746.1762945160851
2907,0.33,5,3,6,61.3,56.0,4.43,4.47,2.73,752.7560345522314
2908,1.09,5,3,3,61.9,57.0,6.63,6.58,4.09,5112.703657409023
2909,0.5,2,1,3,63.3,60.0,4.97,4.99,3.15,795.6981541570715
2910,1.01,5,1,4,61.3,56.0,6.46,6.5,3.97,3756.8162431039264
2911,1.0,3,6,6,63.5,55.0,6.36,6.31,4.02,6991.064197939247
2912,0.59,4,6,2,60.8,56.0,5.43,5.4,3.29,1575.8755694278411
2913,0.7,3,3,2,59.9,57.0,5.74,5.77,3.45,1749.0533960777318
2914,0.31,4,2,3,61.3,58.0,4.34,4.37,2.67,419.7307008135364
2915,0.39,4,6,4,62.5,60.0,4.64,4.67,2.91,1003.3785214032654
2916,0.85,5,6,3,61.8,54.0,6.1,6.14,3.78,3884.0160423953653
2917,0.73,5,2,6,62.3,55.0,5.76,5.77,3.59,2996.6703045442364
2918,1.09,5,1,3,60.7,58.0,6.64,6.68,4.04,3777.8604305103554
2919,0.4,5,7,2,61.3,56.0,4.72,4.77,2.91,807.0894074215769
2920,0.4,3,6,3,61.7,60.0,4.68,4.72,2.9,893.6100648854934
2921,0.22,1,6,4,65.1,61.0,3.87,3.78,2.49,298.74696652916316
2922,0.31,4,6,4,60.3,58.0,4.42,4.37,2.65,654.1220823994571
2923,1.19,5,1,2,61.7,56.0,6.8,6.85,4.21,3666.4071862637493
2924,1.06,1,2,1,64.5,57.0,6.47,6.33,4.13,2194.547797136936
2925,0.61,3,6,5,59.6,63.0,5.44,5.57,3.28,2532.6282643062596
2926,0.82,5,3,6,61.4,56.0,6.01,6.05,3.71,4176.97431976479
2927,1.01,1,4,1,64.5,56.0,6.32,6.26,4.06,2428.5508545346247
2928,0.32,5,6,4,61.4,56.0,4.4,4.43,2.71,708.3773856355431
2929,0.5,4,7,2,62.2,58.0,5.08,5.14,3.18,1200.4395811337918
2930,1.01,4,5,3,59.1,56.0,6.65,6.52,3.89,5021.982761461354
2931,1.0,3,5,2,62.7,58.0,6.3,6.36,3.97,3923.745049433511
2932,0.31,5,7,3,62.9,56.0,4.34,4.31,2.72,605.1509954498599
2933,0.35,5,6,4,62.4,57.0,4.52,4.55,2.83,836.8531623058909
2934,0.7,5,3,4,61.2,57.0,5.73,5.77,3.52,2552.4221580056023
2935,1.08,5,4,2,62.2,56.0,6.56,6.59,4.09,4479.3186027310485
2936,1.21,4,7,7,60.1,59.0,6.96,6.88,4.16,11594.89792254228
2937,1.06,4,3,3,62.8,58.0,6.49,6.47,4.07,4742.297867713013
2938,0.28,5,2,4,62.4,56.0,4.19,4.22,2.62,405.82094572640625
2939,0.5,2,5,4,63.3,57.0,5.02,5.06,3.19,1427.9245594375063
2940,1.01,4,7,3,61.6,58.0,6.47,6.42,3.97,5484.642356147105
2941,0.42,1,7,3,64.7,61.0,4.7,4.73,3.05,918.1375579883062
2942,1.53,5,5,3,61.6,56.0,7.34,7.39,4.54,11161.680777511925
2943,0.57,4,6,4,63.0,59.0,5.29,5.25,3.32,2049.3635168608735
2944,0.41,4,7,6,61.9,59.0,4.78,4.75,2.95,1399.4585840573277
2945,2.24,5,5,2,60.3,59.0,8.47,8.5,5.12,18849.537863617166
2946,0.41,2,6,2,63.8,57.0,4.75,4.68,3.01,740.6353132801144
2947,0.5,3,4,3,62.4,52.0,5.1,5.15,3.2,1218.9783071961147
2948,0.23,3,5,4,59.1,59.0,4.02,4.07,2.39,345.700539213107
2949,1.11,3,5,3,60.1,61.0,6.64,6.74,4.06,5817.792289535793
2950,1.2,5,6,2,61.3,56.0,6.85,6.88,4.21,6119.6327990762375
2951,1.14,4,5,7,59.4,59.0,6.87,6.8,4.06,9453.622040041875
2952,0.9,5,4,2,62.5,56.0,6.15,6.2,3.86,3176.3023275627183
2953,1.22,4,4,5,62.2,59.0,6.82,6.87,4.26,8553.864483096642
2954,0.7,4,5,5,61.7,60.0,5.67,5.64,3.49,3198.0802784982807
2955,1.07,4,2,3,58.4,60.0,6.78,6.68,3.93,4341.763719422234
2956,0.51,3,6,2,63.3,56.0,5.12,5.08,3.23,1161.4702244940156
2957,0.3,4,6,3,62.5,60.0,4.24,4.27,2.66,533.3309168660971
2958,1.12,4,4,2,61.2,58.0,6.69,6.67,4.09,4701.370000059758
2959,0.3,4,5,4,61.5,60.0,4.26,4.29,2.63,583.0522978979636
2960,0.4,4,7,3,61.6,58.0,4.73,4.69,2.9,958.8787336900018
2961,0.9,4,2,3,63.0,58.0,6.09,6.01,3.81,3113.993683228939
2962,0.3,5,3,5,61.6,57.0,4.3,4.33,2.66,575.8750104116762
2963,0.74,4,5,2,61.4,57.0,5.82,5.8,3.57,2292.023937898191
2964,0.41,3,1,4,63.4,56.0,4.73,4.7,2.99,653.9087192593398
2965,0.52,4,6,3,61.6,58.0,5.17,5.12,3.17,1505.8087718049942
2966,0.54,5,7,6,61.4,52.0,5.3,5.34,3.26,2409.646942176051
2967,0.9,3,3,2,61.2,57.0,6.21,6.27,3.82,2801.441189116153
2968,0.7,2,2,5,61.1,61.0,5.65,5.7,3.47,2327.8110490521362
2969,0.34,3,3,4,62.4,60.0,4.41,4.44,2.76,622.8633727523707
2970,0.7,5,5,4,61.9,55.0,5.7,5.74,3.54,2939.4389276509623
2971,1.02,3,4,4,63.0,57.0,6.37,6.39,4.02,5339.094201297674
2972,1.0,2,5,2,63.8,58.0,6.28,6.33,4.02,3771.832109293958
2973,0.31,5,2,2,61.0,56.0,4.39,4.43,2.69,353.2886816414237
2974,1.23,4,4,5,62.2,58.0,6.78,6.74,4.27,8690.184645857462
2975,0.7,3,6,3,59.4,63.0,5.79,5.73,3.42,2569.3695328747554
2976,0.54,5,7,4,61.1,57.0,5.25,5.22,3.2,1979.9911636186766
2977,0.38,5,3,3,61.5,56.0,4.67,4.69,2.88,703.8319992213426
2978,0.9,1,6,2,65.0,58.0,6.08,6.04,3.94,3044.2069537614634
2979,1.0,5,7,2,61.5,56.0,6.45,6.41,3.95,4529.291235730221
2980,0.29,3,4,4,61.9,55.0,4.25,4.28,2.64,501.4460760968377
2981,2.01,4,6,3,60.4,61.0,8.05,7.98,4.84,19214.312703486554
2982,1.32,4,5,2,60.6,60.0,7.1,7.05,4.29,6814.56665515794
2983,0.72,4,5,4,61.5,58.0,5.73,5.69,3.51,3033.5809079798596
2984,0.31,4,3,4,62.4,59.0,4.34,4.31,2.7,537.8802479359517
2985,1.51,1,1,2,65.1,59.0,7.13,7.09,4.63,4908.937448553083
2986,0.24,5,3,8,62.1,57.0,4.0,4.04,2.5,473.6252225754083
2987,0.79,5,6,4,59.3,57.0,6.02,6.06,3.58,3895.1234332626364
2988,0.73,4,5,4,62.7,58.0,5.76,5.7,3.59,3107.4613879863605
2989,0.9,3,7,5,58.9,59.0,6.22,6.31,3.69,5512.809956490942
2990,0.51,4,5,6,61.9,56.0,5.17,5.13,3.19,1925.605321209786
2991,0.29,5,4,6,60.7,54.0,4.33,4.37,2.64,640.3328240560223
2992,0.68,2,5,3,58.1,60.0,5.8,5.91,3.4,2235.1256220086166
2993,0.51,5,7,4,61.1,56.0,5.16,5.2,3.17,1778.784295014541
2994,1.55,5,2,4,61.8,55.0,7.4,7.44,4.58,10190.857884702838
2995,1.51,3,3,2,60.8,58.0,7.4,7.51,4.53,7423.379796242766
2996,2.01,5,2,3,62.9,57.0,8.05,7.98,5.04,14441.871332544693
2997,1.04,3,4,7,58.2,60.0,6.66,6.71,3.89,7290.466509012368
2998,0.98,1,4,3,64.4,56.0,6.33,6.24,4.03,3887.1776841221704
2999,0.25,3,6,7,62.9,58.0,4.01,4.03,2.53,553.2240730902761
3000,0.42,5,3,5,61.2,57.0,4.87,4.8,2.96,1085.7752681719678
3001,1.1,3,4,7,60.4,57.0,6.7,6.77,4.07,8083.5705377023805
3002,0.41,3,7,5,62.8,57.0,4.73,4.76,2.98,1247.688195558367
3003,1.02,4,5,4,62.7,59.0,6.41,6.44,4.03,5831.024018911977
3004,0.61,3,3,6,60.5,57.0,5.52,5.54,3.35,2284.124712951064
3005,0.4,5,1,5,61.3,56.0,4.77,4.79,2.93,731.0101281236618
3006,0.34,5,7,5,60.9,56.0,4.56,4.51,2.76,923.0055217042361
3007,0.4,5,6,2,61.0,58.0,4.76,4.78,2.91,773.0551738432601
3008,0.41,5,4,6,61.7,55.0,4.81,4.85,2.98,1226.4464990756862
3009,0.3,5,3,3,62.4,55.0,4.3,4.32,2.69,450.5609203257957
3010,0.31,5,6,5,62.0,55.0,4.35,4.38,2.7,742.2955163507158
3011,0.46,3,6,4,62.2,58.0,4.95,4.99,3.09,1334.744927933721
3012,0.4,5,4,8,62.2,55.0,4.73,4.76,2.95,1342.9040879427123
3013,0.3,5,6,4,61.5,55.0,4.3,4.34,2.66,627.5145861733831
3014,1.09,5,5,2,61.2,57.0,6.6,6.64,4.05,4853.623796397536
3015,0.71,3,6,3,63.1,58.0,5.65,5.69,3.58,2628.8194208185478
3016,0.97,5,4,2,61.6,56.0,6.31,6.39,3.91,3662.6073105909927
3017,1.02,3,6,8,61.7,60.0,6.38,6.52,3.98,8335.421059696739
3018,0.42,4,7,2,60.0,61.0,4.89,4.85,2.92,866.4651746157043
3019,0.33,5,2,8,61.8,55.0,4.46,4.47,2.76,772.1574770348567
3020,0.36,5,6,5,61.7,56.0,4.58,4.56,2.82,983.6817334287288
3021,1.72,5,3,3,62.2,57.0,7.65,7.55,4.72,12062.381368437707
3022,0.37,5,3,7,62.0,53.0,4.63,4.66,2.88,1005.6616196736222
3023,0.71,5,7,4,61.2,55.0,5.74,5.78,3.53,3317.367585197356
3024,0.51,3,2,3,63.5,60.0,5.03,5.05,3.2,1038.7765645928864
3025,0.3,5,6,4,62.1,55.0,4.28,4.32,2.67,626.9133573575375
3026,0.71,3,6,4,63.7,58.0,5.6,5.64,3.58,3015.008229140605
3027,0.3,5,6,5,61.6,55.0,4.34,4.36,2.68,698.3002987424229
3028,0.97,2,5,3,60.1,65.0,6.46,6.36,3.85,4339.129778759188
3029,1.27,5,2,2,62.1,56.0,6.92,6.96,4.31,5017.411682427254
3030,1.57,5,2,4,61.5,56.0,7.56,7.49,4.63,10440.011200834586
3031,1.0,4,4,5,62.4,59.0,6.35,6.4,3.98,5880.644734966642
3032,0.42,5,7,6,62.5,57.0,4.8,4.77,2.99,1495.0797304809641
3033,0.7,1,4,3,61.7,66.0,5.7,5.58,3.48,2062.992653527624
3034,0.56,5,7,5,61.6,57.0,5.33,5.29,3.27,2357.9770542185574
3035,0.51,2,6,3,57.4,62.0,5.24,5.29,3.02,1368.1443421601714
3036,0.52,3,2,3,63.3,55.0,5.13,5.1,3.24,1080.215442596271
3037,0.39,4,4,7,59.9,59.0,4.73,4.75,2.84,1178.4896105223747
3038,1.7,3,3,4,63.3,57.0,7.59,7.54,4.79,12893.955137171855
3039,0.3,3,6,6,59.7,57.0,4.37,4.43,2.62,728.2894239896767
3040,1.08,5,3,3,62.7,57.0,6.48,6.51,4.07,5018.3803166038315
3041,2.01,5,5,2,61.9,55.0,8.1,8.05,5.0,15359.395151618497
3042,0.55,5,1,4,62.6,57.0,5.21,5.17,3.25,1193.262203801832
3043,0.9,1,5,2,62.6,58.0,6.01,6.06,3.78,2905.179414743886
3044,0.9,5,2,5,62.4,57.0,6.17,6.21,3.86,4067.9122001260343
3045,1.01,4,5,6,61.8,59.0,6.46,6.42,3.98,6962.739794388404
3046,0.51,3,3,4,60.1,59.8,5.14,5.19,3.1,1341.492265879026
3047,0.7,4,6,5,59.4,61.0,5.78,5.74,3.42,3374.7959621337263
3048,0.7,1,3,3,66.0,56.0,5.5,5.53,3.64,1900.5153103227688
3049,0.34,5,2,3,60.2,57.0,4.54,4.5,2.72,511.09598039853654
3050,0.32,5,4,8,61.2,55.0,4.41,4.44,2.71,883.6415584921133
3051,0.31,5,7,4,59.4,56.0,4.45,4.4,2.63,698.6379730716404
3052,0.41,4,6,3,61.4,56.0,4.81,4.77,2.94,963.7380460399836
3053,1.84,5,1,5,62.4,56.0,7.84,7.8,4.89,12912.56686125632
3054,0.9,3,2,4,63.2,56.0,6.15,6.09,3.87,3482.3356260895216
3055,1.0,5,6,4,61.6,57.0,6.44,6.38,3.95,6048.379674136695
3056,0.37,4,6,3,61.8,58.0,4.59,4.64,2.85,793.1355358162493
3057,1.53,5,5,5,61.5,59.0,7.38,7.46,4.56,14244.138645656294
3058,1.09,5,4,4,62.8,57.0,6.54,6.58,4.12,6346.635709626906
3059,1.04,4,5,2,62.8,55.0,6.48,6.41,4.05,4344.462370210308
3060,0.8,3,6,2,62.6,59.0,5.84,5.91,3.68,2710.3680257204733
3061,0.29,2,5,5,62.1,56.0,4.24,4.26,2.64,571.202995489106
3062,1.21,5,5,1,62.0,56.0,6.84,6.8,4.23,4233.551766063959
3063,2.01,3,1,4,61.1,59.0,8.04,8.07,4.92,13074.853446098974
3064,0.3,4,4,6,62.6,58.0,4.27,4.29,2.68,665.2390070674991
3065,1.01,1,3,4,64.5,60.0,6.3,6.25,4.05,4353.174882232816
3066,1.61,5,2,4,62.5,57.0,7.49,7.43,4.66,10924.036299173418
3067,1.19,3,7,2,61.1,58.0,6.84,6.88,4.19,5990.913562119099
3068,1.12,4,3,5,61.6,58.0,6.64,4.11,3.7,6733.795576813601
3069,1.7,2,3,3,63.9,56.0,7.61,7.53,4.84,10810.448305032067
3070,0.3,4,4,5,61.4,60.0,4.33,4.3,2.65,610.1607953644902
3071,1.51,2,1,2,58.1,64.0,7.53,7.57,4.39,5284.386082745358
3072,1.01,5,5,3,62.0,56.0,6.41,6.46,3.99,5103.266270871655
3073,0.31,4,4,5,61.2,60.0,4.39,4.37,2.68,649.2266526435051
3074,0.7,2,5,3,58.7,64.0,5.77,5.78,3.39,2354.18909292142
3075,0.9,3,3,5,63.0,62.0,6.09,6.0,3.81,4326.031737621252
